application_status_history_id,application_id,status,status_start_at,status_end_at,changed_by
5697,1638,Pending Payment,2024-06-10 04:28:46,2024-06-21 04:28:46,membership_officer
5698,1638,Approved,2024-06-21 04:28:46,,review_committee
5699,1639,Submitted,2023-03-07 01:46:09,,system
5700,1640,Submitted,2026-04-16 01:36:58,2026-04-18 01:36:58,review_committee
5701,1640,Under Review,2026-04-18 01:36:58,2026-04-21 01:36:58,system
5702,1640,Pending Payment,2026-04-21 01:36:58,2026-05-05 01:36:58,membership_officer
5703,1640,Approved,2026-05-05 01:36:58,,membership_officer
5704,1641,Submitted,2025-02-18 15:05:42,2025-03-03 15:05:42,system
5705,1641,Under Review,2025-03-03 15:05:42,2025-03-04 15:05:42,system
5706,1641,Pending Payment,2025-03-04 15:05:42,2025-03-15 15:05:42,membership_officer
5707,1641,Approved,2025-03-15 15:05:42,,membership_officer
5708,1642,Submitted,2021-07-12 06:00:15,2021-08-04 06:00:15,membership_officer
5709,1642,Withdrawn,2021-08-04 06:00:15,,review_committee
5710,1643,Submitted,2025-03-21 16:06:06,2025-03-27 16:06:06,system
5711,1643,Under Review,2025-03-27 16:06:06,2025-04-23 16:06:06,system
5712,1643,Rejected,2025-04-23 16:06:06,,review_committee
5713,1644,Submitted,2024-06-26 17:23:43,2024-07-22 17:23:43,system
5714,1644,Under Review,2024-07-22 17:23:43,2024-08-04 17:23:43,system
5715,1644,Pending Payment,2024-08-04 17:23:43,2024-08-07 17:23:43,membership_officer
5716,1644,Approved,2024-08-07 17:23:43,,review_committee
5717,1645,Submitted,2025-07-10 01:11:57,,system
5718,1646,Submitted,2022-05-02 11:23:05,2022-05-06 11:23:05,review_committee
5719,1646,Under Review,2022-05-06 11:23:05,2022-05-22 11:23:05,membership_officer
5720,1646,Pending Payment,2022-05-22 11:23:05,2022-05-28 11:23:05,membership_officer
5721,1646,Approved,2022-05-28 11:23:05,,membership_officer
5722,1647,Submitted,2025-04-13 19:59:52,2025-04-15 19:59:52,system
5723,1647,Under Review,2025-04-15 19:59:52,2025-05-02 19:59:52,review_committee
5724,1647,Pending Payment,2025-05-02 19:59:52,2025-05-21 19:59:52,review_committee
5725,1647,Approved,2025-05-21 19:59:52,,membership_officer
5726,1648,Submitted,2023-09-19 10:16:39,2023-10-06 10:16:39,system
5727,1648,Under Review,2023-10-06 10:16:39,2023-10-08 10:16:39,membership_officer
5728,1648,Pending Payment,2023-10-08 10:16:39,2023-10-25 10:16:39,membership_officer
5729,1648,Approved,2023-10-25 10:16:39,,review_committee
5730,1649,Submitted,2023-08-08 18:49:38,2023-08-14 18:49:38,system
5731,1649,Under Review,2023-08-14 18:49:38,2023-08-23 18:49:38,system
5732,1649,Pending Payment,2023-08-23 18:49:38,2023-09-11 18:49:38,membership_officer
5733,1649,Approved,2023-09-11 18:49:38,,membership_officer
5734,1650,Submitted,2025-10-01 09:59:09,2025-10-10 09:59:09,system
5735,1650,Under Review,2025-10-10 09:59:09,2025-10-28 09:59:09,review_committee
5736,1650,Pending Payment,2025-10-28 09:59:09,2025-11-08 09:59:09,membership_officer
5737,1650,Approved,2025-11-08 09:59:09,,system
5738,1651,Submitted,2025-09-03 10:01:53,2025-09-25 10:01:53,system
5739,1651,Under Review,2025-09-25 10:01:53,2025-10-01 10:01:53,membership_officer
5740,1651,Pending Payment,2025-10-01 10:01:53,2025-10-05 10:01:53,review_committee
5741,1651,Approved,2025-10-05 10:01:53,,review_committee
5742,1652,Submitted,2022-07-03 22:57:05,2022-08-01 22:57:05,membership_officer
5743,1652,Under Review,2022-08-01 22:57:05,2022-08-07 22:57:05,system
5744,1652,Pending Payment,2022-08-07 22:57:05,2022-08-24 22:57:05,review_committee
5745,1652,Approved,2022-08-24 22:57:05,,membership_officer
5746,1653,Submitted,2024-09-24 02:39:47,2024-10-07 02:39:47,review_committee
5747,1653,Under Review,2024-10-07 02:39:47,,review_committee
5748,1654,Submitted,2025-07-25 05:42:38,2025-08-13 05:42:38,membership_officer
5749,1654,Under Review,2025-08-13 05:42:38,2025-09-10 05:42:38,review_committee
5750,1654,Pending Payment,2025-09-10 05:42:38,2025-09-13 05:42:38,system
5751,1654,Approved,2025-09-13 05:42:38,,membership_officer
5752,1655,Submitted,2023-01-14 20:59:29,2023-01-27 20:59:29,system
5753,1655,Under Review,2023-01-27 20:59:29,2023-02-22 20:59:29,review_committee
5754,1655,Pending Payment,2023-02-22 20:59:29,2023-03-20 20:59:29,system
5755,1655,Approved,2023-03-20 20:59:29,,membership_officer
5756,1656,Submitted,2021-08-09 19:32:36,,membership_officer
5757,1657,Submitted,2021-09-14 23:58:03,2021-10-04 23:58:03,membership_officer
5758,1657,Under Review,2021-10-04 23:58:03,2021-11-02 23:58:03,membership_officer
5759,1657,Pending Payment,2021-11-02 23:58:03,2021-11-24 23:58:03,review_committee
5760,1657,Approved,2021-11-24 23:58:03,,review_committee
5761,1658,Submitted,2022-12-10 04:26:50,2022-12-18 04:26:50,membership_officer
5762,1658,Under Review,2022-12-18 04:26:50,2023-01-03 04:26:50,system
5763,1658,Pending Payment,2023-01-03 04:26:50,2023-01-19 04:26:50,system
5764,1658,Approved,2023-01-19 04:26:50,,membership_officer
5765,1659,Submitted,2021-09-18 11:39:49,2021-10-05 11:39:49,review_committee
5766,1659,Under Review,2021-10-05 11:39:49,2021-10-10 11:39:49,review_committee
5767,1659,Rejected,2021-10-10 11:39:49,,membership_officer
5768,1660,Submitted,2026-05-06 01:09:55,2026-05-27 01:09:55,review_committee
5769,1660,Under Review,2026-05-27 01:09:55,2026-05-31 01:09:55,system
5770,1660,Pending Payment,2026-05-31 01:09:55,2026-06-24 01:09:55,membership_officer
5771,1660,Approved,2026-06-24 01:09:55,,membership_officer
5772,1661,Submitted,2021-09-02 21:37:30,2021-09-29 21:37:30,review_committee
5773,1661,Under Review,2021-09-29 21:37:30,2021-10-04 21:37:30,system
5774,1661,Pending Payment,2021-10-04 21:37:30,2021-10-24 21:37:30,review_committee
5775,1661,Approved,2021-10-24 21:37:30,,membership_officer
5776,1662,Submitted,2024-11-15 22:05:54,2024-12-01 22:05:54,review_committee
5777,1662,Under Review,2024-12-01 22:05:54,2024-12-18 22:05:54,system
5778,1662,Rejected,2024-12-18 22:05:54,,system
5779,1663,Submitted,2024-07-05 11:27:19,2024-08-02 11:27:19,membership_officer
5780,1663,Under Review,2024-08-02 11:27:19,2024-08-23 11:27:19,membership_officer
5781,1663,Rejected,2024-08-23 11:27:19,,system
5782,1664,Submitted,2025-03-16 01:15:31,2025-04-14 01:15:31,review_committee
5783,1664,Under Review,2025-04-14 01:15:31,2025-04-27 01:15:31,membership_officer
5784,1664,Rejected,2025-04-27 01:15:31,,system
5785,1665,Submitted,2025-01-16 09:26:39,2025-01-30 09:26:39,system
5786,1665,Under Review,2025-01-30 09:26:39,2025-02-20 09:26:39,system
5787,1665,Pending Payment,2025-02-20 09:26:39,2025-03-08 09:26:39,membership_officer
5788,1665,Approved,2025-03-08 09:26:39,,review_committee
5789,1666,Submitted,2026-04-10 18:41:51,2026-04-28 18:41:51,membership_officer
5790,1666,Under Review,2026-04-28 18:41:51,2026-05-11 18:41:51,review_committee
5791,1666,Pending Payment,2026-05-11 18:41:51,2026-05-14 18:41:51,review_committee
5792,1666,Approved,2026-05-14 18:41:51,,membership_officer
5793,1667,Submitted,2022-03-13 08:17:50,2022-04-07 08:17:50,membership_officer
5794,1667,Under Review,2022-04-07 08:17:50,2022-04-10 08:17:50,system
5795,1667,Rejected,2022-04-10 08:17:50,,system
5796,1668,Submitted,2025-01-30 22:55:39,2025-02-07 22:55:39,system
5797,1668,Under Review,2025-02-07 22:55:39,2025-03-09 22:55:39,review_committee
5798,1668,Pending Payment,2025-03-09 22:55:39,2025-03-21 22:55:39,review_committee
5799,1668,Approved,2025-03-21 22:55:39,,system
5800,1669,Submitted,2025-07-16 16:11:47,2025-07-18 16:11:47,system
5801,1669,Under Review,2025-07-18 16:11:47,2025-08-05 16:11:47,review_committee
5802,1669,Pending Payment,2025-08-05 16:11:47,2025-08-29 16:11:47,membership_officer
5803,1669,Approved,2025-08-29 16:11:47,,review_committee
5804,1670,Submitted,2022-06-26 14:40:59,,system
5805,1671,Submitted,2025-09-08 04:11:40,2025-09-28 04:11:40,review_committee
5806,1671,Under Review,2025-09-28 04:11:40,2025-10-23 04:11:40,system
5807,1671,Rejected,2025-10-23 04:11:40,,membership_officer
5808,1672,Submitted,2026-03-10 00:48:31,2026-03-14 00:48:31,review_committee
5809,1672,Under Review,2026-03-14 00:48:31,2026-04-02 00:48:31,membership_officer
5810,1672,Pending Payment,2026-04-02 00:48:31,2026-04-07 00:48:31,review_committee
5811,1672,Approved,2026-04-07 00:48:31,,review_committee
5812,1673,Submitted,2025-05-25 04:19:23,2025-06-24 04:19:23,system
5813,1673,Under Review,2025-06-24 04:19:23,2025-07-09 04:19:23,system
5814,1673,Pending Payment,2025-07-09 04:19:23,2025-07-20 04:19:23,membership_officer
5815,1673,Approved,2025-07-20 04:19:23,,review_committee
5816,1674,Submitted,2025-01-25 05:34:38,2025-02-16 05:34:38,review_committee
5817,1674,Under Review,2025-02-16 05:34:38,2025-03-02 05:34:38,review_committee
5818,1674,Pending Payment,2025-03-02 05:34:38,2025-03-11 05:34:38,system
5819,1674,Approved,2025-03-11 05:34:38,,review_committee
5820,1675,Submitted,2023-09-26 01:38:12,2023-10-06 01:38:12,review_committee
5821,1675,Under Review,2023-10-06 01:38:12,2023-10-11 01:38:12,review_committee
5822,1675,Pending Payment,2023-10-11 01:38:12,2023-10-30 01:38:12,system
5823,1675,Approved,2023-10-30 01:38:12,,system
5824,1676,Submitted,2022-10-09 13:09:36,2022-11-07 13:09:36,review_committee
5825,1676,Under Review,2022-11-07 13:09:36,2022-12-07 13:09:36,review_committee
5826,1676,Pending Payment,2022-12-07 13:09:36,2022-12-11 13:09:36,review_committee
5827,1676,Approved,2022-12-11 13:09:36,,review_committee
5828,1677,Submitted,2024-10-06 07:47:38,2024-10-16 07:47:38,system
5829,1677,Under Review,2024-10-16 07:47:38,2024-11-05 07:47:38,system
5830,1677,Pending Payment,2024-11-05 07:47:38,2024-11-13 07:47:38,review_committee
5831,1677,Approved,2024-11-13 07:47:38,,membership_officer
5832,1678,Submitted,2026-02-17 20:10:22,2026-03-10 20:10:22,review_committee
5833,1678,Under Review,2026-03-10 20:10:22,2026-03-26 20:10:22,review_committee
5834,1678,Pending Payment,2026-03-26 20:10:22,2026-04-24 20:10:22,membership_officer
5835,1678,Approved,2026-04-24 20:10:22,,system
5836,1679,Submitted,2025-10-01 07:57:15,2025-10-28 07:57:15,membership_officer
5837,1679,Under Review,2025-10-28 07:57:15,2025-11-19 07:57:15,review_committee
5838,1679,Pending Payment,2025-11-19 07:57:15,2025-12-02 07:57:15,review_committee
5839,1679,Approved,2025-12-02 07:57:15,,review_committee
5840,1680,Submitted,2022-10-08 11:00:34,2022-10-28 11:00:34,system
5841,1680,Under Review,2022-10-28 11:00:34,2022-11-17 11:00:34,review_committee
5842,1680,Pending Payment,2022-11-17 11:00:34,,membership_officer
5843,1681,Submitted,2022-01-08 06:34:10,2022-02-06 06:34:10,review_committee
5844,1681,Under Review,2022-02-06 06:34:10,2022-02-27 06:34:10,membership_officer
5845,1681,Rejected,2022-02-27 06:34:10,,system
5846,1682,Submitted,2023-08-05 15:51:42,2023-08-19 15:51:42,system
5847,1682,Under Review,2023-08-19 15:51:42,2023-08-29 15:51:42,system
5848,1682,Pending Payment,2023-08-29 15:51:42,2023-09-26 15:51:42,system
5849,1682,Approved,2023-09-26 15:51:42,,system
5850,1683,Submitted,2023-04-19 02:26:42,2023-05-06 02:26:42,system
5851,1683,Withdrawn,2023-05-06 02:26:42,,system
5852,1684,Submitted,2023-08-25 00:12:31,2023-09-16 00:12:31,membership_officer
5853,1684,Under Review,2023-09-16 00:12:31,2023-09-21 00:12:31,review_committee
5854,1684,Pending Payment,2023-09-21 00:12:31,2023-10-19 00:12:31,system
5855,1684,Approved,2023-10-19 00:12:31,,review_committee
5856,1685,Submitted,2022-11-21 16:25:24,2022-12-09 16:25:24,review_committee
5857,1685,Under Review,2022-12-09 16:25:24,2022-12-14 16:25:24,review_committee
5858,1685,Pending Payment,2022-12-14 16:25:24,2022-12-31 16:25:24,review_committee
5859,1685,Approved,2022-12-31 16:25:24,,system
5860,1686,Submitted,2022-04-23 18:10:28,2022-05-01 18:10:28,system
5861,1686,Under Review,2022-05-01 18:10:28,2022-05-27 18:10:28,system
5862,1686,Pending Payment,2022-05-27 18:10:28,2022-06-01 18:10:28,review_committee
5863,1686,Approved,2022-06-01 18:10:28,,membership_officer
5864,1687,Submitted,2021-09-21 01:13:16,2021-10-13 01:13:16,membership_officer
5865,1687,Under Review,2021-10-13 01:13:16,2021-11-11 01:13:16,membership_officer
5866,1687,Pending Payment,2021-11-11 01:13:16,2021-11-23 01:13:16,review_committee
5867,1687,Approved,2021-11-23 01:13:16,,system
5868,1688,Submitted,2022-01-14 06:00:13,2022-02-03 06:00:13,system
5869,1688,Under Review,2022-02-03 06:00:13,,system
5870,1689,Submitted,2026-05-11 05:50:48,2026-05-20 05:50:48,review_committee
5871,1689,Under Review,2026-05-20 05:50:48,2026-05-25 05:50:48,review_committee
5872,1689,Pending Payment,2026-05-25 05:50:48,2026-06-17 05:50:48,system
5873,1689,Approved,2026-06-17 05:50:48,,review_committee
5874,1690,Submitted,2022-04-22 07:37:32,2022-04-23 07:37:32,system
5875,1690,Under Review,2022-04-23 07:37:32,2022-04-25 07:37:32,review_committee
5876,1690,Pending Payment,2022-04-25 07:37:32,2022-05-01 07:37:32,membership_officer
5877,1690,Approved,2022-05-01 07:37:32,,review_committee
5878,1691,Submitted,2022-05-16 04:53:46,2022-05-20 04:53:46,review_committee
5879,1691,Under Review,2022-05-20 04:53:46,2022-06-03 04:53:46,membership_officer
5880,1691,Pending Payment,2022-06-03 04:53:46,2022-06-24 04:53:46,review_committee
5881,1691,Approved,2022-06-24 04:53:46,,review_committee
5882,1692,Submitted,2023-09-26 16:11:00,2023-10-23 16:11:00,system
5883,1692,Under Review,2023-10-23 16:11:00,2023-11-18 16:11:00,membership_officer
5884,1692,Rejected,2023-11-18 16:11:00,,system
5885,1693,Submitted,2026-02-26 15:57:16,,system
5886,1694,Submitted,2024-05-17 11:52:00,2024-06-07 11:52:00,system
5887,1694,Under Review,2024-06-07 11:52:00,2024-06-21 11:52:00,membership_officer
5888,1694,Pending Payment,2024-06-21 11:52:00,2024-06-26 11:52:00,membership_officer
5889,1694,Approved,2024-06-26 11:52:00,,membership_officer
5890,1695,Submitted,2022-08-17 23:23:09,,system
5891,1696,Submitted,2024-09-22 12:19:41,2024-10-07 12:19:41,review_committee
5892,1696,Under Review,2024-10-07 12:19:41,2024-10-16 12:19:41,system
5893,1696,Pending Payment,2024-10-16 12:19:41,2024-10-18 12:19:41,membership_officer
5894,1696,Approved,2024-10-18 12:19:41,,membership_officer
5895,1697,Submitted,2022-01-03 11:31:33,2022-01-11 11:31:33,system
5896,1697,Under Review,2022-01-11 11:31:33,2022-02-02 11:31:33,system
5897,1697,Pending Payment,2022-02-02 11:31:33,2022-02-11 11:31:33,system
5898,1697,Approved,2022-02-11 11:31:33,,membership_officer
5899,1698,Submitted,2022-07-20 23:57:02,2022-07-28 23:57:02,system
5900,1698,Under Review,2022-07-28 23:57:02,2022-08-06 23:57:02,review_committee
5901,1698,Pending Payment,2022-08-06 23:57:02,2022-08-29 23:57:02,review_committee
5902,1698,Approved,2022-08-29 23:57:02,,membership_officer
5903,1699,Submitted,2025-08-11 16:29:21,2025-09-02 16:29:21,review_committee
5904,1699,Under Review,2025-09-02 16:29:21,2025-09-25 16:29:21,membership_officer
5905,1699,Rejected,2025-09-25 16:29:21,,system
5906,1700,Submitted,2025-12-29 00:21:13,2026-01-05 00:21:13,review_committee
5907,1700,Under Review,2026-01-05 00:21:13,2026-01-28 00:21:13,membership_officer
5908,1700,Pending Payment,2026-01-28 00:21:13,2026-02-20 00:21:13,membership_officer
5909,1700,Approved,2026-02-20 00:21:13,,review_committee
5910,1701,Submitted,2023-10-24 11:11:20,2023-10-26 11:11:20,membership_officer
5911,1701,Under Review,2023-10-26 11:11:20,2023-11-07 11:11:20,review_committee
5912,1701,Pending Payment,2023-11-07 11:11:20,2023-11-13 11:11:20,membership_officer
5913,1701,Approved,2023-11-13 11:11:20,,system
5914,1702,Submitted,2025-03-10 06:16:46,2025-04-08 06:16:46,review_committee
5915,1702,Withdrawn,2025-04-08 06:16:46,,membership_officer
5916,1703,Submitted,2024-07-30 18:10:06,2024-08-18 18:10:06,system
5917,1703,Under Review,2024-08-18 18:10:06,2024-09-03 18:10:06,system
5918,1703,Rejected,2024-09-03 18:10:06,,system
5919,1704,Submitted,2024-02-08 19:24:06,2024-02-25 19:24:06,membership_officer
5920,1704,Under Review,2024-02-25 19:24:06,2024-03-16 19:24:06,system
5921,1704,Rejected,2024-03-16 19:24:06,,review_committee
5922,1705,Submitted,2025-02-05 03:58:10,2025-02-20 03:58:10,membership_officer
5923,1705,Under Review,2025-02-20 03:58:10,2025-03-12 03:58:10,system
5924,1705,Pending Payment,2025-03-12 03:58:10,2025-04-02 03:58:10,review_committee
5925,1705,Approved,2025-04-02 03:58:10,,system
5926,1706,Submitted,2023-01-18 22:40:25,2023-01-20 22:40:25,membership_officer
5927,1706,Under Review,2023-01-20 22:40:25,2023-01-30 22:40:25,membership_officer
5928,1706,Pending Payment,2023-01-30 22:40:25,2023-02-06 22:40:25,system
5929,1706,Approved,2023-02-06 22:40:25,,review_committee
5930,1707,Submitted,2024-04-27 23:22:45,2024-05-19 23:22:45,membership_officer
5931,1707,Under Review,2024-05-19 23:22:45,2024-06-04 23:22:45,review_committee
5932,1707,Pending Payment,2024-06-04 23:22:45,2024-06-13 23:22:45,system
5933,1707,Approved,2024-06-13 23:22:45,,membership_officer
5934,1708,Submitted,2025-02-06 05:38:00,2025-02-26 05:38:00,review_committee
5935,1708,Under Review,2025-02-26 05:38:00,2025-03-11 05:38:00,system
5936,1708,Pending Payment,2025-03-11 05:38:00,2025-03-27 05:38:00,membership_officer
5937,1708,Approved,2025-03-27 05:38:00,,review_committee
5938,1709,Submitted,2025-04-29 08:26:58,2025-05-05 08:26:58,system
5939,1709,Withdrawn,2025-05-05 08:26:58,,membership_officer
5940,1710,Submitted,2024-03-03 01:26:15,2024-03-06 01:26:15,review_committee
5941,1710,Under Review,2024-03-06 01:26:15,2024-03-31 01:26:15,system
5942,1710,Pending Payment,2024-03-31 01:26:15,,membership_officer
5943,1711,Submitted,2023-11-15 02:04:59,2023-12-11 02:04:59,system
5944,1711,Under Review,2023-12-11 02:04:59,2023-12-12 02:04:59,review_committee
5945,1711,Pending Payment,2023-12-12 02:04:59,,system
5946,1712,Submitted,2023-08-14 17:17:11,2023-08-29 17:17:11,system
5947,1712,Under Review,2023-08-29 17:17:11,2023-09-23 17:17:11,review_committee
5948,1712,Pending Payment,2023-09-23 17:17:11,2023-10-19 17:17:11,membership_officer
5949,1712,Approved,2023-10-19 17:17:11,,review_committee
5950,1713,Submitted,2022-05-27 21:22:48,2022-06-17 21:22:48,system
5951,1713,Under Review,2022-06-17 21:22:48,2022-07-08 21:22:48,system
5952,1713,Pending Payment,2022-07-08 21:22:48,2022-07-27 21:22:48,review_committee
5953,1713,Approved,2022-07-27 21:22:48,,review_committee
5954,1714,Submitted,2022-07-27 11:43:35,2022-08-26 11:43:35,membership_officer
5955,1714,Under Review,2022-08-26 11:43:35,2022-09-24 11:43:35,review_committee
5956,1714,Rejected,2022-09-24 11:43:35,,system
5957,1715,Submitted,2021-08-06 13:57:27,2021-08-08 13:57:27,membership_officer
5958,1715,Under Review,2021-08-08 13:57:27,2021-09-04 13:57:27,membership_officer
5959,1715,Rejected,2021-09-04 13:57:27,,membership_officer
5960,1716,Submitted,2023-09-20 18:11:36,2023-09-28 18:11:36,system
5961,1716,Under Review,2023-09-28 18:11:36,2023-10-19 18:11:36,review_committee
5962,1716,Pending Payment,2023-10-19 18:11:36,2023-10-29 18:11:36,system
5963,1716,Approved,2023-10-29 18:11:36,,system
5964,1717,Submitted,2022-11-18 17:37:35,2022-11-29 17:37:35,review_committee
5965,1717,Under Review,2022-11-29 17:37:35,2022-12-28 17:37:35,review_committee
5966,1717,Pending Payment,2022-12-28 17:37:35,2023-01-03 17:37:35,review_committee
5967,1717,Approved,2023-01-03 17:37:35,,review_committee
5968,1718,Submitted,2024-06-03 09:04:22,,review_committee
