member_status_history_id,member_id,status,status_start_at,status_end_at,changed_by,change_reason
1138,224,Active,2025-02-08 00:00:00,2026-02-01,system,Membership active before annual renewal
1139,224,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1140,225,Active,2025-04-04 12:45:42,2026-02-01,system,Membership active before annual renewal
1141,225,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1142,226,Active,2024-11-01 00:35:22,2025-02-01,system,Membership active before annual renewal
1143,226,Pending Renewal,2025-02-01 00:00:00,2025-05-20,membership_officer,Renewal payment received
1144,226,Active,2025-05-20 00:00:00,2026-02-01,system,Membership active before annual renewal
1145,226,Pending Renewal,2026-02-01 00:00:00,2026-05-03,membership_officer,Renewal payment received
1146,226,Active,2026-05-03 00:00:00,,system,Current member status
1147,227,Active,2023-10-05 10:41:17,2024-02-01,system,Membership active before annual renewal
1148,227,Pending Renewal,2024-02-01 00:00:00,2024-02-10,finance_officer,Renewal payment received
1149,227,Active,2024-02-10 00:00:00,2025-02-01,system,Membership active before annual renewal
1150,227,Pending Renewal,2025-02-01 00:00:00,2025-03-08,membership_officer,Renewal payment received
1151,227,Active,2025-03-08 00:00:00,2026-02-01,system,Membership active before annual renewal
1152,227,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1153,228,Active,2024-05-11 15:17:47,2025-02-01,system,Membership active before annual renewal
1154,228,Pending Renewal,2025-02-01 00:00:00,2025-07-25,system,Renewal payment received
1155,228,Active,2025-07-25 00:00:00,2026-02-01,system,Membership active before annual renewal
1156,228,Pending Renewal,2026-02-01 00:00:00,2026-02-04,system,Renewal payment received
1157,228,Active,2026-02-04 00:00:00,,system,Current member status
1158,229,Active,2022-04-15 01:42:30,2023-02-01,system,Membership active before annual renewal
1159,229,Pending Renewal,2023-02-01 00:00:00,2023-06-16,system,Renewal payment received
1160,229,Active,2023-06-16 00:00:00,2024-02-01,system,Membership active before annual renewal
1161,229,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
1162,229,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
1163,229,Cancelled,2025-08-01 00:00:00,,system,Current member status
1164,230,Active,2023-04-18 08:22:13,2024-02-01,system,Membership active before annual renewal
1165,230,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
1166,230,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
1167,230,Cancelled,2025-08-01 00:00:00,,system,Current member status
1168,231,Active,2026-03-29 01:30:00,,system,Current member status
1169,232,Active,2021-12-06 01:18:45,2022-02-01,system,Membership active before annual renewal
1170,232,Pending Renewal,2022-02-01 00:00:00,2022-06-25,system,Renewal payment received
1171,232,Active,2022-06-25 00:00:00,2023-02-01,system,Membership active before annual renewal
1172,232,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
1173,232,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
1174,232,Cancelled,2024-08-01 00:00:00,,system,Current member status
1175,233,Active,2024-06-05 05:49:42,2025-02-01,system,Membership active before annual renewal
1176,233,Pending Renewal,2025-02-01 00:00:00,2025-04-29,membership_officer,Renewal payment received
1177,233,Active,2025-04-29 00:00:00,2026-02-01,system,Membership active before annual renewal
1178,233,Pending Renewal,2026-02-01 00:00:00,2026-03-23,system,Renewal payment received
1179,233,Active,2026-03-23 00:00:00,,system,Current member status
1180,234,Active,2022-04-28 16:17:55,2023-02-01,system,Membership active before annual renewal
1181,234,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
1182,234,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
1183,234,Cancelled,2024-08-01 00:00:00,,system,Current member status
1184,235,Active,2022-07-10 23:53:10,2023-02-01,system,Membership active before annual renewal
1185,235,Pending Renewal,2023-02-01 00:00:00,2023-03-07,finance_officer,Renewal payment received
1186,235,Active,2023-03-07 00:00:00,2024-02-01,system,Membership active before annual renewal
1187,235,Pending Renewal,2024-02-01 00:00:00,2024-06-06,membership_officer,Renewal payment received
1188,235,Active,2024-06-06 00:00:00,2025-02-01,system,Membership active before annual renewal
1189,235,Pending Renewal,2025-02-01 00:00:00,2025-07-04,system,Renewal payment received
1190,235,Active,2025-07-04 00:00:00,2026-02-01,system,Membership active before annual renewal
1191,235,Pending Renewal,2026-02-01 00:00:00,2026-04-23,membership_officer,Renewal payment received
1192,235,Active,2026-04-23 00:00:00,,system,Current member status
1193,236,Active,2021-08-14 11:32:10,2022-02-01,system,Membership active before annual renewal
1194,236,Pending Renewal,2022-02-01 00:00:00,2022-06-25,membership_officer,Renewal payment received
1195,236,Active,2022-06-25 00:00:00,2023-02-01,system,Membership active before annual renewal
1196,236,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
1197,236,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
1198,236,Cancelled,2024-08-01 00:00:00,,system,Current member status
1199,237,Active,2024-10-11 08:31:44,2025-02-01,system,Membership active before annual renewal
1200,237,Pending Renewal,2025-02-01 00:00:00,2025-06-12,system,Renewal payment received
1201,237,Active,2025-06-12 00:00:00,2026-02-01,system,Membership active before annual renewal
1202,237,Pending Renewal,2026-02-01 00:00:00,2026-05-18,membership_officer,Renewal payment received
1203,237,Active,2026-05-18 00:00:00,,system,Current member status
1204,238,Active,2025-07-20 07:24:37,2026-02-01,system,Membership active before annual renewal
1205,238,Pending Renewal,2026-02-01 00:00:00,2026-03-09,finance_officer,Renewal payment received
1206,238,Active,2026-03-09 00:00:00,,system,Current member status
1207,239,Active,2023-06-10 10:30:50,2024-02-01,system,Membership active before annual renewal
1208,239,Pending Renewal,2024-02-01 00:00:00,2024-02-12,system,Renewal payment received
1209,239,Active,2024-02-12 00:00:00,2025-02-01,system,Membership active before annual renewal
1210,239,Pending Renewal,2025-02-01 00:00:00,2025-03-15,finance_officer,Renewal payment received
1211,239,Active,2025-03-15 00:00:00,2026-02-01,system,Membership active before annual renewal
1212,239,Pending Renewal,2026-02-01 00:00:00,2026-02-07,system,Renewal payment received
1213,239,Active,2026-02-07 00:00:00,,system,Current member status
1214,240,Active,2024-11-27 13:41:25,2025-02-01,system,Membership active before annual renewal
1215,240,Pending Renewal,2025-02-01 00:00:00,2025-07-18,system,Renewal payment received
1216,240,Active,2025-07-18 00:00:00,2026-02-01,system,Membership active before annual renewal
1217,240,Pending Renewal,2026-02-01 00:00:00,2026-02-25,finance_officer,Renewal payment received
1218,240,Active,2026-02-25 00:00:00,,system,Current member status
1219,241,Active,2025-07-29 03:15:10,2026-02-01,system,Membership active before annual renewal
1220,241,Pending Renewal,2026-02-01 00:00:00,2026-03-07,system,Renewal payment received
1221,241,Active,2026-03-07 00:00:00,,system,Current member status
1222,242,Active,2025-09-12 03:50:25,2026-02-01,system,Membership active before annual renewal
1223,242,Pending Renewal,2026-02-01 00:00:00,2026-04-15,finance_officer,Renewal payment received
1224,242,Active,2026-04-15 00:00:00,,system,Current member status
1225,243,Active,2021-08-18 15:20:53,2022-02-01,system,Membership active before annual renewal
1226,243,Pending Renewal,2022-02-01 00:00:00,2022-04-02,finance_officer,Renewal payment received
1227,243,Active,2022-04-02 00:00:00,2023-02-01,system,Membership active before annual renewal
1228,243,Pending Renewal,2023-02-01 00:00:00,2023-05-31,finance_officer,Renewal payment received
1229,243,Active,2023-05-31 00:00:00,2024-02-01,system,Membership active before annual renewal
1230,243,Pending Renewal,2024-02-01 00:00:00,2024-06-18,finance_officer,Renewal payment received
1231,243,Active,2024-06-18 00:00:00,2025-02-01,system,Membership active before annual renewal
1232,243,Pending Renewal,2025-02-01 00:00:00,2025-07-08,finance_officer,Renewal payment received
1233,243,Active,2025-07-08 00:00:00,2026-02-01,system,Membership active before annual renewal
1234,243,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1235,244,Active,2023-01-27 21:59:17,2024-02-01,system,Membership active before annual renewal
1236,244,Pending Renewal,2024-02-01 00:00:00,2024-04-14,system,Renewal payment received
1237,244,Active,2024-04-14 00:00:00,2025-02-01,system,Membership active before annual renewal
1238,244,Pending Renewal,2025-02-01 00:00:00,2025-03-15,finance_officer,Renewal payment received
1239,244,Active,2025-03-15 00:00:00,2026-02-01,system,Membership active before annual renewal
1240,244,Pending Renewal,2026-02-01 00:00:00,2026-02-14,system,Renewal payment received
1241,244,Active,2026-02-14 00:00:00,,system,Current member status
1242,245,Active,2022-02-05 06:59:00,2023-02-01,system,Membership active before annual renewal
1243,245,Pending Renewal,2023-02-01 00:00:00,2023-07-11,finance_officer,Renewal payment received
1244,245,Active,2023-07-11 00:00:00,2024-02-01,system,Membership active before annual renewal
1245,245,Pending Renewal,2024-02-01 00:00:00,2024-02-13,membership_officer,Renewal payment received
1246,245,Active,2024-02-13 00:00:00,2025-02-01,system,Membership active before annual renewal
1247,245,Pending Renewal,2025-02-01 00:00:00,2025-07-06,membership_officer,Renewal payment received
1248,245,Active,2025-07-06 00:00:00,2026-02-01,system,Membership active before annual renewal
1249,245,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1250,246,Active,2023-12-12 07:58:25,2024-02-01,system,Membership active before annual renewal
1251,246,Pending Renewal,2024-02-01 00:00:00,2024-04-16,system,Renewal payment received
1252,246,Active,2024-04-16 00:00:00,2025-02-01,system,Membership active before annual renewal
1253,246,Pending Renewal,2025-02-01 00:00:00,2025-04-06,membership_officer,Renewal payment received
1254,246,Active,2025-04-06 00:00:00,2026-02-01,system,Membership active before annual renewal
1255,246,Pending Renewal,2026-02-01 00:00:00,2026-03-25,membership_officer,Renewal payment received
1256,246,Active,2026-03-25 00:00:00,,system,Current member status
1257,247,Active,2025-09-16 05:08:58,2026-02-01,system,Membership active before annual renewal
1258,247,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1259,248,Active,2026-03-01 06:06:31,,system,Current member status
1260,249,Active,2026-02-16 04:34:45,,system,Current member status
1261,250,Active,2022-12-20 03:05:14,2023-02-01,system,Membership active before annual renewal
1262,250,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
1263,250,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
1264,250,Cancelled,2024-08-01 00:00:00,,system,Current member status
1265,251,Active,2024-09-01 19:21:00,2025-02-01,system,Membership active before annual renewal
1266,251,Pending Renewal,2025-02-01 00:00:00,2025-02-09,system,Renewal payment received
1267,251,Active,2025-02-09 00:00:00,2026-02-01,system,Membership active before annual renewal
1268,251,Pending Renewal,2026-02-01 00:00:00,2026-02-12,membership_officer,Renewal payment received
1269,251,Active,2026-02-12 00:00:00,,system,Current member status
1270,252,Active,2026-02-06 02:51:39,,system,Current member status
1271,253,Active,2024-04-19 12:34:53,2025-02-01,system,Membership active before annual renewal
1272,253,Pending Renewal,2025-02-01 00:00:00,2025-03-01,system,Renewal payment received
1273,253,Active,2025-03-01 00:00:00,2026-02-01,system,Membership active before annual renewal
1274,253,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1275,254,Active,2023-10-07 23:22:03,2024-02-01,system,Membership active before annual renewal
1276,254,Pending Renewal,2024-02-01 00:00:00,2024-07-20,system,Renewal payment received
1277,254,Active,2024-07-20 00:00:00,2025-02-01,system,Membership active before annual renewal
1278,254,Pending Renewal,2025-02-01 00:00:00,2025-03-10,finance_officer,Renewal payment received
1279,254,Active,2025-03-10 00:00:00,2026-02-01,system,Membership active before annual renewal
1280,254,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
1281,255,Active,2022-12-01 03:31:40,2023-02-01,system,Membership active before annual renewal
1282,255,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
1283,255,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
1284,255,Cancelled,2024-08-01 00:00:00,,system,Current member status
1285,256,Active,2024-03-28 16:22:12,2025-02-01,system,Membership active before annual renewal
1286,256,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
1287,256,Inactive,2025-08-01 00:00:00,,system,Current member status
1288,257,Active,2023-12-26 09:34:42,2024-02-01,system,Membership active before annual renewal
1289,257,Pending Renewal,2024-02-01 00:00:00,2024-04-17,system,Renewal payment received
1290,257,Active,2024-04-17 00:00:00,2025-02-01,system,Membership active before annual renewal
1291,257,Pending Renewal,2025-02-01 00:00:00,2025-03-25,system,Renewal payment received
1292,257,Active,2025-03-25 00:00:00,2026-02-01,system,Membership active before annual renewal
1293,257,Pending Renewal,2026-02-01 00:00:00,2026-04-11,system,Renewal payment received
1294,257,Active,2026-04-11 00:00:00,,system,Current member status
1295,258,Active,2021-08-28 18:33:40,2022-02-01,system,Membership active before annual renewal
1296,258,Pending Renewal,2022-02-01 00:00:00,2022-06-11,system,Renewal payment received
1297,258,Active,2022-06-11 00:00:00,2023-02-01,system,Membership active before annual renewal
1298,258,Pending Renewal,2023-02-01 00:00:00,2023-06-24,system,Renewal payment received
1299,258,Active,2023-06-24 00:00:00,2024-02-01,system,Membership active before annual renewal
